,Category,Text
1953,OutOfOffice,"Thank you for your email.
I am on annual leave until the 1st September 2020! If your email is urgent, please contact Darius Matusiak on 07795 446801."
1954,OutOfOffice,"Thank you for your message. I am out of the office on vacation July 2-6, and will respond to your inquiry asap. Thanks"
1955,AgreedToMeet,Thanks.
1956,OutOfOffice,I am OOO with limited access to emails. Please expect delay in response.
1957,OutOfOffice,"I will be away from the office until Tuesday Jan 5, 2021."
1958,OutOfOffice,"Hi, Thank you for your mail.
I am on leave. Will not be accessing mails."
1959,OutOfOffice,"Thanks for the email,
I am out of work at the moment due to Diwali Holidays. Please expect a delay in response from my end, till Monday(16 Nov 2020). If anything urgent, please feel free to call me on 9108002982.
Wish you a very happy and prosperous Diwali!"
1960,SeekingMoreInfo,"i want to know, which type of services your company can serve us and how
can it be beneficial for us ?"
1961,OutOfOffice,"Thank you for your message. I'm out of the office enjoying the holidays with my family through January 6th. I'll be checking email intermittently, but if you need to reach me please call/text 978-397-1023."
1962,OutOfOffice,I will not be available online today (21/11) for most of the day. Please call me on my mobile for any urgent matter.
1963,OutOfOffice,"Out of office email message
Hi there, I am way from the office until September 8 .
If you have emailed a resume it will be forwarded to the appropriate recruiter and you will be contacted if we have any opportunities that are a potential fit for you. Best wishes for your career search!
For all other inquires contact ciaran@goldbeck.com
Thank you!"
1964,OutOfOffice,"Thank you for your valuable enquiry. The concerned associate will be getting in touch with you shortly.
If your request/enquiry is urgent, you may call us on +971 42633631.
The weekend in the UAE is on Friday and Saturday and we will not be able to respond to your e-mails during this time.
Thank you,
Plus Point Staffing Contractors"
1965,OutOfOffice,"Hi, Am on leave today with limited accces to mails. Please call for urgent matters. Thanks,"
1966,ConnectLater,"Thank you for contact us, We will get back to you soon."
1967,Unsubscribed,We are not interested
1968,AgreedToMeet,"Yes, I confirm."
1969,OutOfOffice,"Thank you for your email.
From 2020-12-19 until 2021-01-10 we ask for your understanding, that within this time we will only be available in reduced form.
Your email will not be forwarded."
1970,ConnectLater,Sorry for not replying your email in time. There are some internal discussion/ agreement needed before proceeding. We will come back to you when we are through with our discussion.
1971,OutOfOffice,I will be out of the office on vacation Tuesday September 8th and Wednesday September 9th returning on September 10th. I will have limited internet access during the day but will reply to emails in the evening.
1972,OutOfOffice,"Thank you for reaching out, I am out of office between 26/12/2020 - 9/12/2020 with limited access to mails."
1973,OutOfOffice,"Thanks for getting in touch. I'm on annual leave today, back in the office Monday 20th January."
1974,ConnectLater,"Sure, we will let you know."
1975,Deactivated,I am not the right person for vendor empanelment or connect.
1976,AgreedToMeet,Apologies for missing your call. I have put some time in for us to speak on Friday. I hope the times work and I look forward to speaking with you.
1977,ConnectLater,"Pleasure meeting you here.
Currently we dont have any requirement so we can get back if anything comes
up in near future."
1978,Deactivated,At this moment we‚Äôre not interested to engage any external party as we‚Äôre in the midst of transforming major part of our system with our Group in Germany. Thanks for reaching out and have a good day.
1979,OutOfOffice,I will be out of the office for the week. During that time I'll have limited access to email and voicemail.
1980,SeekingMoreInfo,How will you charge us for your services?
1981,ConnectLater,"Your all mail received.
I am still busy in some projects, so I have no reply on your mail.
I have already discuss with my team, currently no requirement of oil
filtration system in our plant.
If there is any requirement then I will contact you.
Thanks for your cooperation."
1982,Deactivated,"I don‚Äôt need these services. Thank you, Lisa"
1983,OutOfOffice,I will be out of the office until July 6th with limited access to email.
1984,OutOfOffice,I'm away from the office this afternoon. If urgent please call me on my mobile otherwise I will reply asap.
1985,OutOfOffice,Ôªø Thank you for your email! Ôªø I am currently away from office and will attend to your email when back.
1986,Unsubscribed,"Please remove, we are not interested. Michal"
1987,SeekingMoreInfo,"We are currently on a hiring freeze, hence couldn‚Äôt respond to you earlier"
1988,SeekingMoreInfo,"Thank You Ashley,
In my last assignment, I have worked with an offshore agency, it is a nightmare to explain each & everything about local eco system, preferences & slangs. I ll be giving online classes only.
I need an agency, which is local & shall be frugal. We want to go local as much as possible."
1989,OutOfOffice,"I am out of the office with extremely limited email access until Monday Oct 19. If you need immediate assistance, please contact Andree Sweet at andree.sweet@bannerhealth.com. Thank you."
1990,OutOfOffice,Thank you for your email. I'm on leave and will have limited access to my email. I will respond to you once I'm back to work on 27 Nov 2020.
1991,ConnectLater,"Maybe in the near future we are in the market for a field engineer, not now."
1992,ReferredSomeone,"As of 9/15/17, I am no longer with Extreme Networks. Please contact Raymond Garry (garryr@extremenetworks.com) for any UC related inquiries. For immediate technical assistance, please send an email to ITServiceDesk@extremenetworks.com.
Thank you,"
1993,SeekingMoreInfo,"Thank you for sending email, Kindly let me know the quote on chargers for
each hire."
1994,OutOfOffice,"I am out of the office on Monday August 3, 2020 as it is BC Day. I will intermittently monitor emails and respond to you. If an urgent matter, please clearly mark. Thank you."
1995,OutOfOffice,"Hello, I am out of the office, returning on Monday 6/29, if you need immediate assistance please contact Mike Boush at mboush@spyglassmtg.com, otherwise I will return your message as soon as possible upon my return. Thank you!"
1996,OutOfOffice,"I am out of office and will be back on 4th January, 2021."
1997,ConnectLater,I received your mail and if we have any such requirement at our end in the future i will contact you.
1998,OutOfOffice,I am on personal leave and will have limited access to emails.
1999,Unsubscribed,Delete my name please!!!!
2000,Unsubscribed,"Sorry I am not interested.
Please don't call me again."
2001,OutOfOffice,"Please note I will be away from the office September 11, returning September 15. While away I will be checking my email so please feel free to reach out and I will get back to you as soon as I can.
Thank you and have a great day!"
2002,Deactivated,"Thank you for your email, however we do not require any support in this area"
2003,OutOfOffice,"I‚Äôm out of office until Monday, so will get back to you then."
2004,OutOfOffice,"Thank you for your email. I'm out of the office Wednesday November 11, 2020, returning on Monday November 16, 2020."
2005,OutOfOffice,I am on PTO today. If this is urgent please call my cell at 847-800-2613.
2006,OutOfOffice,"Hi, Am not in office today. For anything please reach out to Sumeet Gujral/Arti K. For anything urgent you may reach out to me on my cell. Regards, Govind Mohan"
2007,OutOfOffice,ÔªøThank you for your email but note that I am now out of the office on leave until Monday 12 October 2020
2008,ConnectLater,"Sorry but we are not interested right now.
We will contact you for future requirements.
Thanks"
2009,ConnectLater,"Greetings!!
Thanks for sharing details, incase of any requirement, our HR team members will get in touch with you."
2010,ConnectLater,"Thanks for reaching out. However, I wouldn‚Äôt need these services as of now.
We will get in touch when we do."
2011,OutOfOffice,"I will be out of the office for the Thanksgiving Holiday, returning on 11/30."
2012,OutOfOffice,"I am currently out of the office until Monday, September 21st. If you need assistance during this time, please contact Jacky Brenes at jacqueline@dbwmetals.com or (714) 399-0506, otherwise I'll get back to you upon my return. If urgent, please contact me on my cell (626) 354-1681."
2013,Deactivated,Thanks for your emails but I‚Äôm good for mow.
2014,OutOfOffice,"I will be out of the office for vacations from Jan-4th to Jan-15th, returning Jan-18th"
2015,ConnectLater,Yes I received your emails. Will surely let you know if there is any requirement come across in future.
2016,OutOfOffice,"Thanks for your email.
I'm on leave until 18th January 2021."
2017,OutOfOffice,"Thank you for your email.
I‚Äôm out on Maternity leave and won‚Äôt be available for the next few months."
2018,Unsubscribed,UNSUBSCRIBE
2019,OutOfOffice,"I am on leave and will resume office on 21-Dec-20.
I shall have limited access of emails."
2020,OutOfOffice,I am now on leave until Tuesday 27th October. If the matter is urgent please call my mobile 07990511053. Kind regards Ben
2021,Deactivated,"We already have an agency engaged for the same. Not looking for anything on
this front presently. Thanks!"
2022,Unsubscribed,"I thought my ignoring of your mails was clear enough to make you understand that I‚Äôm not interested.
Please remove me from your mailing list."
2023,OutOfOffice,I will be on annual leave from Friday 25th December returning to work on Monday 4th January 2021. For any urgent enquiries please contact Andrew Know on 0434 404 716.
2024,OutOfOffice,"Thanks for your mails.but Industry is not in operation these days.
Once we will back to office after 3rd May.
Then I shall review your mails."
2025,OutOfOffice,I‚Äôm currently on leave and will be back at office on 28/12/2020.
2026,SeekingMoreInfo,We would like to see a demo.
2027,OutOfOffice,"I am out sick today, and responses to emails may be delayed."
2028,ReferredSomeone,"Thank you for your email.
I am no longer with Questex LLC. Please refer all correspondence to Kirstin Lewis, klewis@questex.com, Eric Calderone, ecalderone@questex.com or John SIefert, jsiefert@questex.com
Many thanks."
2029,ConnectLater,Please stop emailing me if i would be interested in future will let you know
2030,OutOfOffice,Sorry I missed you! I am currently out of the office enjoying a 3 day 4th of July weekend :) ! We will be returning Monday the 6th.
2031,OutOfOffice,I am on leave Friday 16th October.
2032,OutOfOffice,Thank you for your message. I am currently on PTO from 22-29 November and will have limited access to email and phone.
2033,Unsubscribed,"I have sold that property, please don't send any sms/emails in future now."
2034,SeekingMoreInfo,Can you send me a list of your products and services thanks
2035,OutOfOffice,"Thank you for your email. I will be out of the on Tuesday the first.
I will do my best to respond promptly to your email when I return."
2036,ConnectLater,"We have not stopped or slowed during the last year and we are fine for
programming and Salesforce support. If this changes, I will let you know."
2037,OutOfOffice,I am out of the office on vacation returning January 4th. I will return your call as soon as possible.
2038,SeekingMoreInfo,"I am looking someone to be my indirect tenant, who should give me the
direct rent after collecting rent from my property. He should be manage the
property including renting/vacating the tenants.
So the indirect tenant is subletting my property, and he would be paying me
rent and deposit as a regular tenant.
Let me know if you have this option available?"
2039,OutOfOffice,"I am on vacation, returning on July 6th. I will have intermitent access to e-mail, but will only be responding to critical requests."
2040,OutOfOffice,"Thanks for your email, I am out of the office this afternoon."
2041,OutOfOffice,"Thanks for your mail. I am in a full day workshop from 8th to 10th
Jan. Kindly account for delay in response."
2042,OutOfOffice,I am on Personal Leave till 31st December 2020.
2043,OutOfOffice,"Thanks for your email! I am out of the office until 8th January 2021. I will respond to your email when I return.
If your request is urgent, please contact on my cell phone.
Stay Safe!!!"
2044,Unsubscribed,No mam
2045,OutOfOffice,"Hello, I am out of the office until 12/14 . I will return all emails ASAP.
Thanks,
Peter"
2046,OutOfOffice,I am out of the office through January 2. I will be checking email through the holiday but my responses will likely be delayed.
2047,OutOfOffice,I will be out of the office Friday 12/13 and Monday12/16.
2048,ConnectLater,"Thanks for reaching out to me.
Will get back to you as and when positions are open for hiring."
2049,OutOfOffice,"I will be out of the office Monday, September 7 thru 11, returning September 14. For questions or urgent items please contact Amber Wilson at amber.wilson@abwtec.com or Dominic Carter at dominic.carter@abwtec.com.
Thanks,
Hayley"
2050,OutOfOffice,I am out of the office. For clinical matters please contact Daniel Adelman (dadelman@aimmune.com). For integration matters please contact Joumana Zeid (jzeid@aimmune.com).
2051,Deactivated,"Sorry, i am not interested.
Regards,"
2052,OutOfOffice,"I am on leave ,will contact once i resume my duties."
2053,AgreedToMeet,Okay you may call us.
2054,ConnectLater,"Apologies as I missed your last email. We actually recently changed our
payroll provider to Swingvy and do not intend to change it again anytime
soon.
If things do change, I'll be sure to reach out when exploring options.
Thanks again!"
2055,Deactivated,Thanks but we are not recruiting at the moment
2056,OutOfOffice,"Thanks for your email. I am on leavel and have limited access to mails, please expect delay in reply.
Regs,
Satish Kumar"
2057,OutOfOffice,"Thank you for your e-mail.
I am on Annual Leave till 4th May 2020 with limited access to emails."
2058,OutOfOffice,I'm on leave until Tuesday August 4th.
2059,OutOfOffice,"Thanks for your Mail.
I am on leave from 18th Nov to 26th Nov'19 with No/ Limited access of mail."
2060,Unsubscribed,No need. Please stop sending mails
2061,AgreedToMeet,Sounds good. Can you please call me some time?
2062,OutOfOffice,"I am on leave . For any urgency, request you to send me an SMS or Call me."
2063,Deactivated,"Hi Nisha,We are not a diagnostics lab, we develop peptides for histology so we do not require the type of services you are offering.Thanks for reaching out and have a happy new year!"
2064,ConnectLater,We currently have staffs in charge of handling payroll and not ready for outsourcing. Will reach out to you when we are ready.
2065,Unsubscribed,Unsusbcribe
2066,OutOfOffice,"Dear valued customer and friends,
I‚Äôm currently out of the office with limited access to internet and email."
2067,Deactivated,"Hope and wish you are keeping healthy.
Thank you for your email and follow up. I will make my response very crisp and straight in the interest of both of our time. Unfortunately, we do not have clarity of manpower requirements/ demand due to effect of the pandemic on our economy. I don‚Äôt see a spike in our requirement this year and we will not be adding any agencies this year. we can connect ones in Q1 2021."
2068,Unsubscribed,No thankyou. Please remove me from your mailing list
2069,ConnectLater,Currently we don‚Äôt have any requirements. In future will get in touch with if required‚Ä¶
2070,ConnectLater,"Thank you for your email. At the present moment, we will not be interested
in attending the SST training and should we be interested in the near
future, we will email you."
2071,OutOfOffice,"I'll be out of the office on PTO enjoying the holiday season with friends and family until Monday, January 6, and will be checking email sporadically."
2072,ConnectLater,"Due to the covid-19, our company is not working, we are trying to open ASAP, and once the company is open I will provide you our representative contact."
2073,Deactivated,Yes I did receive your mail but we will not be participating.
2074,OutOfOffice,Thank you for email. I am out of office.
2075,ConnectLater,"Currently we do not have approval on vendor usage, will reach out when the situation changes."
2076,Unsubscribed,Kindly remove me from list. I can‚Äôt seem to block your emails.
2077,ConnectLater,"Ôªø Many thanks for your email, unfortunately our Offices are now closed and we will respond to your email when we open again."
2078,OutOfOffice,I will be out of the office this week. I will have very limited access to email and cell phone.
2079,OutOfOffice,Thank you for your message. I am currently out of the office with limited access to email.
2080,Deactivated,"Thank you for your interest, but this is not something we are interested in pursuing."
2081,OutOfOffice,"I m out of town for couple of days with limited access to email. I will respond to you as early as possible
Thanks and Regards"
2082,ConnectLater,"Apologies for not responding to you.
Currently, we are out of action due to the Lockdown.
All our business activities are at standstill.
We hope to resume from June onwards.
We are yet to strategize our marketing plan post this situation.
We will get in touch with you, once we are clear on our.further approach
Thanks for your keenness"
2083,OutOfOffice,"I am on leave till 29-Dec-2019. I have limited access to my mails. So, please expect a delay in mail reply.."
2084,OutOfOffice,"I will be out of the office on Tuesday, Dec 29th. If you need immediate assistance, please contact the billing group at billinggroup@ugies.com<mailto:billinggroup@ugies.com>. Otherwise, I will respond to your email when I return. Thank you!"
2085,OutOfOffice,I will be out Monday (8/31/2020) and will respond to your message upon my return on Tuesday 9/1/2020. Thank you.
2086,SeekingMoreInfo,Can we connect to discuss more about it .
2087,AgreedToMeet,"yes, i am interested. please call me."
2088,SeekingMoreInfo,"I am still potentially interested. Can you please send me pricing
information? From there I will talk with my partner about setting up a call."
2089,ReferredSomeone,"Thank you for your email. I have left MTU India and your email is not forwarded.
Please get in touch with Mr. Anup Dandekar on Email: anup.dandekar@rolls-royce.com"
2090,ConnectLater,"Thanks for reaching out. Currently, we have our accounting already taken care of.But I would definitely connect with you in future if we have any requirements."
2091,OutOfOffice,"Thanks for your email,
I am on parental leave returning on 1 February 2021."
2092,Deactivated,"Thanks for reaching out. However I am not currently looking for new
opportunities, as I have a full time role at the moment."
2093,OutOfOffice,I am currently out of the office on leave and will be back Tuesday 17th November.
2094,ReferredSomeone,Hi. I am not responsible for this. Pls find someone else.
2095,OutOfOffice,"I am currently out of the office. If you require immediate attention please call the Service Desk, otherwise I will reply at my earliest convenience."
2096,OutOfOffice,"Thank you for your email. Due to some urgency, I am on leave. Pl expect a delay in response."
2097,ConnectLater,"I have already forwarded your company introduction letter to the concerned
team and they will contact you after resume duty at site."
2098,OutOfOffice,Out of the office!
2099,OutOfOffice,"Thank you for your email.
The Deloitte office is closed December 25, 2019 - January 1, 2020 in observance of the holidays.
I will be out of the office from Tuesday, December 24, 2019, returning on Thursday, January 2, 2020. I will respond to all emails and phone calls upon my return."
2100,OutOfOffice,"Thanks for contacting me.
I am out of the office Tuesday, December 22 through Friday, December 25. I will have limited access to email and will respond to your message as soon as possible."
2101,OutOfOffice,Thanks for writing in. I am on Block Leave from Dec 16 to Dec 22. For anything urgent please connect with Ilamathi (1534913).
2102,OutOfOffice,I am on leave from 24-30 Sept and will not have access to emails.
2103,OutOfOffice,"Thank you for your email!
Please be advised that I am currently out of office.
Should you have any urgent requirements please contact the EX Resource Center<https://sites.google.com/a/forrester.com/how-to-forrester/howto-s/strategic-growth/how-to-contact-the-global-strategic-growth-resource-center-sg-forryou>.
Alternatively I will revert on my return.
Kind Regards,
Himanshu"
2104,SeekingMoreInfo,"Nice to e-meet you!
Can you please clarify the intent of this email?
I am looking out for HRBP opportunities in Bangalore. If you can help with the same, let's speak.
Thanks and regards,Deepthi"
2105,ConnectLater,"Due to lockdown currently we are unable to fix schedule, or our requirement."
2106,Deactivated,I dont see any future projects coming up.
2107,AgreedToMeet,"I am interested, I will contact you once I am sure about my plans."
2108,ConnectLater,you can call me today. I was quite busy that's why I was not replying.
2109,OutOfOffice,"Thank you for your email.
I am currently Out of Office for Business Meeting. During this period i will be having no or limited access of mails & calls, so you can expect delay in response"
2110,ReferredSomeone,"I am no longer working with ArcelorMittal, please contact Mr. Amber Agarwal (amber.agrawal@arcelormittal.com)"
2111,SeekingMoreInfo,"My Name is Mohamed Khalil, MD Agricultural Investment Company 'Mazeed' and
would like to speak to you about your offering. Please let me know how we
can schedule this call."
2112,OutOfOffice,Vicki is currently out of the office.
2113,OutOfOffice,"Thank you for your email, however I'm out on personal leave till 13th Jan, 2020."
2114,ConnectLater,"Yes, I have Star marked this email and will reply once things are sorted
out from my end."
2115,ConnectLater,Thank you for contacting Eton Bridge Partners Ltd and expressing an interest in our organisation. We will pass your details onto the relevant practice for them to review and respond to you accordingly.
2116,Deactivated,We are not hiring at this moment?
2117,Unsubscribed,Stop messaging me.
2118,OutOfOffice,"I will be out of the office during the afternoon of Friday, September 11. I will have limited access to email.
Otherwise, I will be back to you as soon as I am available.
Thank you for writing. Have a good weekend.
Best,"
2119,OutOfOffice,"I will be out of the office today with limited access to my email. Please reach out to Anne Lachance for assistance, thank you!"
2120,OutOfOffice,"I am out of the office until Wednesday 9/16/20. Please contact Amanda Wood for assistance with transportation at amanda.wood@valmont.com
Send delivery sheets to mccookdeliveryinstrshts@valmont.com
The information contained in this E-mail message and the documents accompanying this message are privileged and confidential, and may be protected from disclosure. Please be aware that any use, printing, copying, disclosure or dissemination of this communication may be subject to legal restriction or sanction. If you think that you have received this E-mail message in error, please reply to the sender."
2121,OutOfOffice,"Happy Holidays! I am currently out of the office, returning on Thursday, January 2nd. During this time, I will have limited access to email/voicemail."
2122,Unsubscribed,"Hi do not send any emails , I m not interested for that."
2123,Unsubscribed,Sorry not interested.
2124,OutOfOffice,"I am currently on annual leave.I will return to work on Tuesday 1st September 2020.
In my absence please feel free to contact one of my colleagues below who will be very happy to assist."
2125,ConnectLater,"sorry we could not answer your call .
We have postponed all development and reevaluated after starting the firm‚Äôs
activities
Kindly bear with us we will certainly give call
Regards"
2126,ConnectLater,Sorry I overlooked my calendar. I am not available this Thursday. Pls suggest another date. Thanks
2127,ConnectLater,"We can have a call on Monday second half by 3:30 if it works for you, prefer to have a Zoom call and would like to include couple of Sales / Delivery folks."
2128,ReferredSomeone,"I work with Green Circle Demolitions sister company Browns Mill Recycling,
Sam forwarded me your email, do you also have an index for paper such as
OCC."
2129,AgreedToMeet,Can we have s call to discuss?
2130,Deactivated,"First of all, I'd like to apologize to you for my late reply but I'm on
Holidays abroad and my internet access is limited. I'm really glad that you
had me considered for this job opportunity, which it seems very
interesting but as I see, the candidate needs to have experience in the
Mechanical and Hydraulic field, which I don't have. Therefore I'm not
completely sure if my profile fits for this position."
2131,ConnectLater,"Thanks for reaching out.
Please note, we are currently in a lockdown in the State of Victoria, Australia. Accordingly, all our current business ventures are on hold."
2132,Deactivated,"Sorry for replying late.
I am sorry to inform you that as of now my division doesnot deals with oil
purification or conditioning."
2133,OutOfOffice,"Thank you for your email. I am out of the office on personal time, returning Monday the 6th. Please direct all inquiries to your project team. If this is urgent please call my mobile phone at 785.458.9696. You can also contact Kali Murry who can be reached at kmurry@smg.com or 816.778.8255."
2134,OutOfOffice,"I am out of the office on a disconnected holiday break, returning to the office on Monday, January 6. I will reply to your message at that time. Happy holidays!"
2135,OutOfOffice,"Thank you for your email.
I am currently on annual leave and away from the office until 18 Jan 2021. During this time I will have limited access to emails and phone. If the matter is urgent please send a message to my mobile.
Kind regards
Todd Foot"
2136,OutOfOffice,ÔªøI am out of office and please expect a delay in my response to your mail.
2137,SeekingMoreInfo,"I hope ALL is well with you.
Thanks for your consideration . But i can't help you right now because due
to the covid pandemic, i have lost my current job.
I hope that i will be able to help you in future with some another company.
If there is any vacancy in your company then please let me know."
2138,OutOfOffice,"Thank you for your email. I am currently off enjoying the holiday break. Rest assured, I will respond when I return to the office on 1/3."
2139,OutOfOffice,"I am on leave from 21st Feb 2018 to 24th Feb 2018, In case of an urgent requirment please contact Mr. Munish Sharma - Ext 3853 or Mr. Amit Jadhav Ext 4497"
2140,OutOfOffice,Thank you for your email. kindly accept a delayed reply. I will be back in office on 6th Aug
2141,ReferredSomeone,"Thanks for reaching out.
Connecting you to my colleague Ashwin, who head the recruitment process."
2142,Deactivated,I‚Äôm sorry but this service will not be beneficial for Perma-Fix. Thanks or reaching out.
2143,AgreedToMeet,Sounds good to me. Can you please call me some time next week?
2144,ConnectLater,"Thank you for your mail. We
Will reply as soon as."
2145,SeekingMoreInfo,"Hi Rachel, I received the below email from Jon, can you send us a sample of your company‚Äôs offerings?"
2146,OutOfOffice,"I am on personal Leave on 08 and 09 November 2017, there will be delay in responding to emails. In case of any issues please email my colleague Anil Fernandes (AniFernandes@flowserve.com) or contact me on mobile
+919980023104 on urgent issues."
2147,OutOfOffice,Thank you for your email. I will be out of the office through December 3rd and will return January 4th. Please contact Eric Kesslen in my absence.
2148,AgreedToMeet,Thanks let's talk on Monday
2149,AgreedToMeet,"Thank you for your response.
You can call me anytime between 9 AM to 9 PM.
Looking forward to hearing from you"
2150,OutOfOffice,Thanks for your email. I am out of the office at an offsite meeting today. Please note that responses to emails may be delayed.
2151,Unsubscribed,I am not interested
2152,OutOfOffice,I am away on leave and will be back at work on 14 September.
2153,OutOfOffice,"Vacation Alert
Happy New Year!
I am currently on vacation and unavailable to respond to your email until my return on Monday, January 6th."
2154,Unsubscribed,"Hello Harshita i got your mail but our company does not want these products
so thank you for your concern."
2155,OutOfOffice,I will be out of the office on Tuesday 9/15. I will respond to all inquiries on Wednesday.
2156,SeekingMoreInfo,Would like to know more about your services and related charges.
2157,ConnectLater,"Thank you for your emails to reach out to us.
We have in-house HR team managing our payroll function currently. We will keep your services in mind should we need one in the future."
2158,OutOfOffice,I will be out of the office Friday 9/4/20. I will Return on Monday 9/14/20.
2159,SeekingMoreInfo,"Thanks for writing in. Cuemath is currently onboarding external consultants
to help bulk hire part time Math and Coding Tutors.
For this intervention we are working on a flat per hire rate.
Kindly let me know if you are open for such projects."
2160,OutOfOffice,out of office today
2161,SeekingMoreInfo,"Sure, that works for me.
Also if you can share some details about your services and the commercials
it would be great."
2162,OutOfOffice,I have limited access to my emails this week. For urgent enquiries call my mobile at 0404937628.
2163,OutOfOffice,"I am out of the office until November 30th with limited access to email. If this is an urgent matter, please call my mobile phone. Thank you and have a good day."
2164,OutOfOffice,"India office is closed on Mon, 26/Oct, due to Vijayadasami. Response will be delayed. Call me or text/sms me in case of need."
2165,ConnectLater,"Dear, unfortunately activities are paralyzed in Brazil because of Covid 19. scheduled to return in August. It works the essentials. Thanks for contacting me, but I'll talk later."
2166,OutOfOffice,"I am currently out of the office. If you need immediate assistance, please contact Client Solutions at 844-3WAYSTAR."
2167,OutOfOffice,"Thank you for your message. I‚Äôm out of the office until Monday July 6th. If you need immediate assistance please call or text my mobile 914-434-4871. Otherwise, I will get back to you as soon as possible."
2168,ReferredSomeone,"We thank you for reaching out.
Our organization, through Corporate IT, has already chosen a partner for RPA and working with them currently.
Just for reference, I shall forward your email to them, so in case IT team is interested, they can reach out to you."
2169,OutOfOffice,"Thank you for your email.
My office hours are MONDAY, TUESDAY & WEDNESDAY 9am to 5pm.
I will respond to your email upon my return to work."
2170,OutOfOffice,"Thanks for your email. I‚Äôll be out of office on Dec 28th, 2020 until
Jan 4th, 2021."
2171,ConnectLater,"Thanks for providing the info about some candidates. The recruitment we do is through our HR team, and this stage we are not looking for a contract engineer."
2172,OutOfOffice,Thank you for your email. I'm out of office today and have limited access to mails. Please expect delay in my response.
2173,OutOfOffice,"Thank you for your message. I am out of the office with limited access to email or phone, returning July 1.
Nick"
2174,OutOfOffice,"Sorry to miss your email.
am out of the office from 28Sep-02Oct . I will have limited aceess to emails. . Will reply back when I am back."
2175,SeekingMoreInfo,Yes we're interested in learning more
2176,Unsubscribed,Please stop emailing.
2177,OutOfOffice,"I will be on PTO on 16th, 17th and 18th December and followed by Saturday & Sunday hence responses will be delayed."
2178,OutOfOffice,"I will be out of office for PTO from Tues. 9/8 through Fri. 9/11 with little access to email. I will return on Monday, 9/14."
2179,Deactivated,We have not required it now.
2180,AgreedToMeet,"Yes, I am interested."
2181,Unsubscribed,"i dont need any sought of franchise any more please dont send me any
sought of mails"
2182,Deactivated,We are marketing firm. We don‚Äôt deal in any materials.
2183,ConnectLater,"we have received your mail, will get back to you very soon, We value your time and understand importance of your work.
Sorry for any inconvinience caused."
2184,OutOfOffice,"Thank you for your email, I am OOO and will be back to business on 8/25."
2185,OutOfOffice,Thank you for your e-mail. I will be out for part of the morning with no access to e-mail. If you require immediate assistance please contract Carrie Kelly at Carrie.Kelly@altertrading.com or her direct line at 314-782-2456. If not then I will reply to your request when I return.
2186,OutOfOffice,"Thank you for your email, I am currently out of the office with no access to email or voicemail. I will return on Tuesday 12/8/20."
2187,ConnectLater,"Hi Sanchi - I was just browsing for academic interest. I will reach out if
we need any assistance, thx Jay"
2188,OutOfOffice,I'm away from the office on leave until Monday 4th Jan.
2189,OutOfOffice,"thanks for your email. I will be back in office on may , 25th 2020.
Your email will not be forwarded automatically."
2190,OutOfOffice,"My hours are Mondays & Thursdays from 7:30am ‚Äì 4:00pm. If you need immediate assistance, please contact the billing group at billinggroup@ugies.com<mailto:billinggroup@ugies.com>. Otherwise, I will respond to your email when I return. Thank you!"
2191,OutOfOffice,I am currently on leave returning Monday 4 January 2021.
2192,SeekingMoreInfo,"I don't want to bother you, but I wanted to see if we could answer any questions you might have for us.
May I set up a call for you to learn more?
Have an inspiring day,"
2193,OutOfOffice,Thanks for your message. I'm attending the Unisys global Enterprise Solustions Leadership Meeting this week so responses may be delayed.
2194,ConnectLater,"please stop emailing our colleague Tom Eng.
If we need support in recruiting we will get in touch with you.
Thank you & kind Regards,
TOMRA Recruiting."
2195,OutOfOffice,I am out of the office for the holidays and will return on January 6th. I will respond to your email as soon as possible.
2196,OutOfOffice,"I am on leave during the Christmas & New Year break, returning on Monday, 4th January 2021. If the matter is urgent, please call me directly on 0467 773 700.
Thanks,
Erika"
2197,OutOfOffice,"I am on exam leave with very limited access to my e-mail and I shall respond to your mail after i resume work.
Regards,
Lokanath"
2198,Deactivated,"At this moment, we are all good in our payroll system."
2199,ReferredSomeone,"Thank you for the email. But, I currently no longer work for the American Pharmacist Association (APhA). If you have an immediate DIS issue, please submit a ticket to Digicare at digicare@aphanet.org and someone from the DIS team will be happy to help you."
2200,Deactivated,"Thanks for the email but I‚Äôm not interested in the the position. Despite my experience in various electrical fields, I mainly work in electrical installations, building services and electrical testing of installations new and periodic.
Kind regards"
2201,OutOfOffice,"Thanks for your email, I am on annual leave and back on Tuesday 24th
November 2020.."
2202,ReferredSomeone,"I appreciate your emails, however I am now retired. Please direct all correspondances to Steven Slater at sslater@usrscrap.com as he is the EHS Manager for Universal Service Recycling."
2203,Deactivated,Thanks for your message. We have only very recently completed a new hiring and unfortunately have no plans to increase the team in the next 12 months.
2204,Deactivated,"Thanks for the email but at the moment we already have our own payroll system and services which we did not require any new one,tq."
